graph_family,n,p,seed,objective,init_id,init_seed,init_params,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,final_optimal_mass,gamma_plot,gamma_raw
erdos_renyi,8,2,1,QTL gamma=0.60,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.8229000000000001,0.824136,0.8295600000000001,0.0644,0.6,0.6
erdos_renyi,8,2,1,QTL gamma=0.60,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.6802400000000001,0.677942,0.68344,0.0286,0.6,0.6
erdos_renyi,8,2,1,QTL gamma=0.60,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8621000000000001,0.8613840000000001,0.86668,0.1248,0.6,0.6
erdos_renyi,8,2,1,QTL gamma=0.75,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.6662600000000001,0.6634580000000001,0.67012,0.02,0.75,0.75
erdos_renyi,8,2,1,QTL gamma=0.75,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.82218,0.823326,0.82758,0.067,0.75,0.75
erdos_renyi,8,2,1,QTL gamma=0.75,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.82226,0.8233560000000001,0.8290200000000001,0.0668,0.75,0.75
erdos_renyi,8,2,1,QTL gamma=0.75,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.68014,0.677462,0.68344,0.029,0.75,0.75
erdos_renyi,8,2,1,QTL gamma=0.75,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8588000000000001,0.85892,0.86496,0.128,0.75,0.75
erdos_renyi,8,2,1,QTL gamma=1.00,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.67706,0.674256,0.6782999999999999,0.0298,1.0,1.0
erdos_renyi,8,2,1,QTL gamma=1.00,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.82088,0.8218840000000001,0.82598,0.0672,1.0,1.0
erdos_renyi,8,2,1,QTL gamma=1.00,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.81942,0.8219239999999999,0.8273199999999999,0.0668,1.0,1.0
erdos_renyi,8,2,1,QTL gamma=1.00,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.67674,0.675992,0.6817399999999999,0.0304,1.0,1.0
erdos_renyi,8,2,1,QTL gamma=1.00,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.85444,0.854338,0.85964,0.133,1.0,1.0
erdos_renyi,8,2,1,QTL gamma=1.50,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.67648,0.67404,0.679,0.0316,1.5,1.5
erdos_renyi,8,2,1,QTL gamma=1.50,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.81678,0.818182,0.82262,0.0678,1.5,1.5
erdos_renyi,8,2,1,QTL gamma=1.50,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.81716,0.8183659999999999,0.82384,0.06839999999999999,1.5,1.5
erdos_renyi,8,2,1,QTL gamma=1.50,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.65716,0.661046,0.6675,0.0208,1.5,1.5
erdos_renyi,8,2,1,QTL gamma=1.50,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.8439,0.844242,0.85084,0.139,1.5,1.5
erdos_renyi,8,2,1,QTL gamma=2.00,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.6731400000000001,0.671568,0.6775399999999999,0.0322,2.0,2.0
erdos_renyi,8,2,1,QTL gamma=2.00,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.81308,0.8152479999999999,0.8225200000000001,0.0702,2.0,2.0
erdos_renyi,8,2,1,QTL gamma=2.00,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.81354,0.8156420000000001,0.81958,0.0708,2.0,2.0
erdos_renyi,8,2,1,QTL gamma=2.00,3,20262504,"[2.9402097688325153, 2.325385077952556, 1.3539460024380696, 0.8331752715770295]",0.6551,0.65888,0.6662,0.0218,2.0,2.0
erdos_renyi,8,2,1,QTL gamma=2.00,4,20262505,"[2.5690836942466486, 0.5419586162094413, 2.762971809002851, 0.2545785366487556]",0.83328,0.8332139999999999,0.8416,0.1424,2.0,2.0
erdos_renyi,8,2,1,QTL gamma=2.50,0,20262501,"[2.834863079152674, 2.274532510449481, 1.3470427305204011, 2.773622675047124]",0.67036,0.6694959999999999,0.6771,0.0324,2.5,2.5
erdos_renyi,8,2,1,QTL gamma=2.50,1,20262502,"[2.668881521906221, 1.7560123976793411, 1.035076847301133, 0.13605818313757845]",0.81142,0.8124779999999999,0.8181999999999998,0.07200000000000001,2.5,2.5
erdos_renyi,8,2,1,QTL gamma=2.50,2,20262503,"[0.20955121882275055, 1.7771147348117822, 1.1170374762263715, 0.9901359326950538]",0.81064,0.8130620000000001,0.81708,0.0716,2.5,2.5
